kanji	kanji_meaning	kanji_readings	kanji_strokes	component	component_meaning
庸	commonplace	ヨウ	11.0	聿	brush
廃	abolish	ハイ、すたれる、すたる	12.0	一	one
廃	abolish	ハイ、すたれる、すたる	12.0	儿	son, legs
廃	abolish	ハイ、すたれる、すたる	12.0	广	dotted cliff
廃	abolish	ハイ、すたれる、すたる	12.0	癶	footsteps
廉	bargain	レン	13.0	｜	
廉	bargain	レン	13.0	ヨ	
廉	bargain	レン	13.0	ハ	
廉	bargain	レン	13.0	广	dotted cliff
廉	bargain	レン	13.0	并	
廊	corridor	ロウ	12.0	艮	stopping
廊	corridor	ロウ	12.0	⻏	city
廊	corridor	ロウ	12.0	广	dotted cliff
延	prolong	エン、のびる、のべる、のばす	8.0	一	one
延	prolong	エン、のびる、のべる、のばす	8.0	止	stop
延	prolong	エン、のびる、のべる、のばす	8.0	廴	long stride
廷	courts	テイ	7.0	王	jade
廷	courts	テイ	7.0	廴	long stride
廷	courts	テイ	7.0	士	scholar
建	build	ケン、コン、たてる、たつ	9.0	廴	long stride
建	build	ケン、コン、たてる、たつ	9.0	聿	brush
弁	valve	ベン	5.0	厶	private
弁	valve	ベン	5.0	廾	arch
弄	tamper with	ロウ、もてあそぶ	7.0	王	jade
弄	tamper with	ロウ、もてあそぶ	7.0	廾	arch
弊	abuse	ヘイ	15.0	｜	
弊	abuse	ヘイ	15.0	巾	turban
弊	abuse	ヘイ	15.0	⺌	small
弊	abuse	ヘイ	15.0	并	
弊	abuse	ヘイ	15.0	冂	wide
弊	abuse	ヘイ	15.0	廾	arch
弊	abuse	ヘイ	15.0	攵	rap, tap
式	style	シキ	6.0	工	work
式	style	シキ	6.0	弋	shoot
弐	two (falsification prevention)	ニ	6.0	一	one
弐	two (falsification prevention)	ニ	6.0	弋	shoot
弐	two (falsification prevention)	ニ	6.0	二	two
弓	bow (archery, violin)	キュウ、ゆみ	3.0	弓	bow
弔	condolences	チョウ、とむらう	4.0	｜	
弔	condolences	チョウ、とむらう	4.0	弓	bow
引	pull	イン、ひく、ひける	4.0	｜	
引	pull	イン、ひく、ひける	4.0	弓	bow
弟	younger brother	テイ、ダイ、デ、おとうと	7.0	｜	
弟	younger brother	テイ、ダイ、デ、おとうと	7.0	ノ	
弟	younger brother	テイ、ダイ、デ、おとうと	7.0	弓	bow
弟	younger brother	テイ、ダイ、デ、おとうと	7.0	并	
弥	all the more	や	8.0	ノ	
弥	all the more	や	8.0	弓	bow
弥	all the more	や	8.0	亅	hook
弥	all the more	や	8.0	小	small
弦	bowstring	ゲン、つる	8.0	弓	bow
弦	bowstring	ゲン、つる	8.0	玄	profound
弦	bowstring	ゲン、つる	8.0	亠	lid
弦	bowstring	ゲン、つる	8.0	幺	short thread
弧	arc	コ	9.0	瓜	melon
弧	arc	コ	9.0	弓	bow
弱	weak	ジャク、よわい、よわる、よわまる、よわめる	10.0	弓	bow
弱	weak	ジャク、よわい、よわる、よわまる、よわめる	10.0	冫	ice
張	stretch	チョウ、はる	11.0	弓	bow
張	stretch	チョウ、はる	11.0	長	long
強	strong	キョウ、ゴウ、つよい、つよまる、つよめる、しいる	11.0	弓	bow
強	strong	キョウ、ゴウ、つよい、つよまる、つよめる、しいる	11.0	虫	insect
強	strong	キョウ、ゴウ、つよい、つよまる、つよめる、しいる	11.0	厶	private
弾	bullet	ダン、ひく、はずむ、たま	12.0	弓	bow
弾	bullet	ダン、ひく、はずむ、たま	12.0	十	ten
弾	bullet	ダン、ひく、はずむ、たま	12.0	⺌	small
弾	bullet	ダン、ひく、はずむ、たま	12.0	田	field
当	hit	トウ、あたる、あてる	6.0	ヨ	
当	hit	トウ、あたる、あてる	6.0	⺌	small
彙	same kind	イ	13.0	ヨ	
彙	same kind	イ	13.0	田	field
彙	same kind	イ	13.0	木	tree
彙	same kind	イ	13.0	冖	cloth cover
彙	same kind	イ	13.0	彑	snout
形	shape	ケイ、ギョウ、かた、かたち	7.0	廾	arch
形	shape	ケイ、ギョウ、かた、かたち	7.0	彡	bristle
形	shape	ケイ、ギョウ、かた、かたち	7.0	ノ	
彩	coloring	サイ、いろどる	11.0	爪	claw
彩	coloring	サイ、いろどる	11.0	木	tree
彩	coloring	サイ、いろどる	11.0	彡	bristle
彫	carve	チョウ、ほる	11.0	口	mouth
彫	carve	チョウ、ほる	11.0	土	earth
彫	carve	チョウ、ほる	11.0	冂	wide
彫	carve	チョウ、ほる	11.0	彡	bristle
彰	patent	ショウ	14.0	音	sound
彰	patent	ショウ	14.0	十	ten
彰	patent	ショウ	14.0	日	sun
彰	patent	ショウ	14.0	立	stand
彰	patent	ショウ	14.0	彡	bristle
影	shadow	エイ、かげ	15.0	口	mouth
影	shadow	エイ、かげ	15.0	小	small
影	shadow	エイ、かげ	15.0	日	sun
影	shadow	エイ、かげ	15.0	亠	lid
影	shadow	エイ、かげ	15.0	彡	bristle
役	service	ヤク、エキ	7.0	彳	step
役	service	ヤク、エキ	7.0	殳	weapon
役	service	ヤク、エキ	7.0	几	table
役	service	ヤク、エキ	7.0	又	again
彼	he	ヒ、かれ、かの	8.0	皮	skin
彼	he	ヒ、かれ、かの	8.0	又	again
彼	he	ヒ、かれ、かの	8.0	彳	step
往	outward journey	オウ	8.0	王	jade
往	outward journey	オウ	8.0	丶	dot
往	outward journey	オウ	8.0	彳	step
征	subjugate	セイ	8.0	一	one
征	subjugate	セイ	8.0	止	stop
征	subjugate	セイ	8.0	彳	step
径	diameter	ケイ	8.0	土	earth
径	diameter	ケイ	8.0	又	again
径	diameter	ケイ	8.0	彳	step
待	wait	タイ、まつ	9.0	寸	inch
待	wait	タイ、まつ	9.0	土	earth
待	wait	タイ、まつ	9.0	彳	step
律	law	リツ、リチ	9.0	彳	step
律	law	リツ、リチ	9.0	聿	brush
後	behind	ゴ、コウ、のち、うしろ、あと、おくれる	9.0	夂	go
後	behind	ゴ、コウ、のち、うしろ、あと、おくれる	9.0	幺	short thread
後	behind	ゴ、コウ、のち、うしろ、あと、おくれる	9.0	彳	step
徐	gradually	ジョ	10.0	禾	grain
徐	gradually	ジョ	10.0	𠆢	
徐	gradually	ジョ	10.0	彳	step
徒	junior	ト	10.0	走	run
徒	junior	ト	10.0	土	earth
徒	junior	ト	10.0	彳	step
従	obey	ジュウ、ショウ、ジュ、したがう、したがえる	10.0	并	
従	obey	ジュウ、ショウ、ジュ、したがう、したがえる	10.0	疋	bolt of cloth
従	obey	ジュウ、ショウ、ジュ、したがう、したがえる	10.0	彳	step
得	acquire	トク、える、うる	11.0	寸	inch
得	acquire	トク、える、うる	11.0	日	sun
得	acquire	トク、える、うる	11.0	彳	step
得	acquire	トク、える、うる	11.0	一	one
御	honorable	ギョ、ゴ、おん	12.0	ノ	
御	honorable	ギョ、ゴ、おん	12.0	止	stop
御	honorable	ギョ、ゴ、おん	12.0	卩	seal (device)
御	honorable	ギョ、ゴ、おん	12.0	彳	step
復	again	フク	12.0	日	sun
復	again	フク	12.0	夂	go
復	again	フク	12.0	彳	step
循	sequential	ジュン	12.0	斤	axe
循	sequential	ジュン	12.0	十	ten
循	sequential	ジュン	12.0	目	eye
循	sequential	ジュン	12.0	厂	cliff
循	sequential	ジュン	12.0	彳	step
微	delicate	ビ	13.0	山	mountain
微	delicate	ビ	13.0	彳	step
微	delicate	ビ	13.0	攵	rap, tap
徳	benevolence	トク	14.0	十	ten
徳	benevolence	トク	14.0	心	heart
徳	benevolence	トク	14.0	罒	
徳	benevolence	トク	14.0	彳	step
徴	indications	チョウ	14.0	王	jade
徴	indications	チョウ	14.0	山	mountain
徴	indications	チョウ	14.0	彳	step
徴	indications	チョウ	14.0	攵	rap, tap
徹	penetrate	テツ	15.0	月	moon
徹	penetrate	テツ	15.0	亠	lid
徹	penetrate	テツ	15.0	厶	private
徹	penetrate	テツ	15.0	彳	step
徹	penetrate	テツ	15.0	攵	rap, tap
心	heart	シン、こころ	4.0	心	heart
必	without fail	ヒツ、かならず	5.0	ノ	
必	without fail	ヒツ、かならず	5.0	心	heart
忌	mourning	キ、いむ、いまわしい	7.0	心	heart
忌	mourning	キ、いむ、いまわしい	7.0	已	
忍	endure	ニン、しのぶ、しのばせる	7.0	心	heart
忍	endure	ニン、しのぶ、しのばせる	7.0	刀	knife
忍	endure	ニン、しのぶ、しのばせる	7.0	丶	dot
志	intention	シ、こころざす、こころざし	7.0	士	scholar
志	intention	シ、こころざす、こころざし	7.0	心	heart
忘	forget	ボウ、わすれる	7.0	心	heart
忘	forget	ボウ、わすれる	7.0	亡	deceased
忘	forget	ボウ、わすれる	7.0	亠	lid
忙	busy	ボウ、いそがしい	6.0	亡	deceased
忙	busy	ボウ、いそがしい	6.0	忄	heart
忙	busy	ボウ、いそがしい	6.0	忄	heart
忙	busy	ボウ、いそがしい	6.0	亠	lid
応	respond	オウ、こたえる	7.0	心	heart
応	respond	オウ、こたえる	7.0	广	dotted cliff
忠	loyalty	チュウ	8.0	｜	
忠	loyalty	チュウ	8.0	口	mouth
忠	loyalty	チュウ	8.0	心	heart
快	cheerful	カイ、こころよい	7.0	人	man
快	cheerful	カイ、こころよい	7.0	大	big
快	cheerful	カイ、こころよい	7.0	二	two
快	cheerful	カイ、こころよい	7.0	忄	heart
快	cheerful	カイ、こころよい	7.0	忄	heart
念	thought	ネン	8.0	｜	
念	thought	ネン	8.0	一	one
念	thought	ネン	8.0	心	heart
念	thought	ネン	8.0	𠆢	
怒	angry	ド、いかる、おこる	9.0	女	woman
怒	angry	ド、いかる、おこる	9.0	心	heart
怒	angry	ド、いかる、おこる	9.0	又	again
怖	dreadful	フ、こわい	8.0	ノ	
怖	dreadful	フ、こわい	8.0	一	one
怖	dreadful	フ、こわい	8.0	巾	turban
怖	dreadful	フ、こわい	8.0	忄	heart
怖	dreadful	フ、こわい	8.0	忄	heart
思	think	シ、おもう	9.0	心	heart
思	think	シ、おもう	9.0	田	field
怠	neglect	タイ、おこたる、なまける	9.0	口	mouth
怠	neglect	タイ、おこたる、なまける	9.0	心	heart
怠	neglect	タイ、おこたる、なまける	9.0	厶	private
急	hurry	キュウ、いそぐ	9.0	ヨ	
急	hurry	キュウ、いそぐ	9.0	心	heart
急	hurry	キュウ、いそぐ	9.0	勹	wrap
性	gender	セイ、ショウ	8.0	生	life
性	gender	セイ、ショウ	8.0	忄	heart
性	gender	セイ、ショウ	8.0	忄	heart
怨	grudge	エン、オン	9.0	心	heart
怨	grudge	エン、オン	9.0	夕	evening
怨	grudge	エン、オン	9.0	卩	seal (device)
怪	suspicious	カイ、あやしい、あやしむ	8.0	土	earth
怪	suspicious	カイ、あやしい、あやしむ	8.0	忄	heart
怪	suspicious	カイ、あやしい、あやしむ	8.0	忄	heart
怪	suspicious	カイ、あやしい、あやしむ	8.0	又	again
恋	romance	レン、こう、こい、こいしい	10.0	心	heart
恋	romance	レン、こう、こい、こいしい	10.0	ハ	
恋	romance	レン、こう、こい、こいしい	10.0	亠	lid
恐	fear	キョウ、おそれる、おそろしい	10.0	工	work
恐	fear	キョウ、おそれる、おそろしい	10.0	心	heart
恐	fear	キョウ、おそれる、おそろしい	10.0	丶	dot
恐	fear	キョウ、おそれる、おそろしい	10.0	几	table
恒	constancy	コウ	9.0	一	one
恒	constancy	コウ	9.0	日	sun
恒	constancy	コウ	9.0	忄	heart
恒	constancy	コウ	9.0	忄	heart
恣	selfish	シ	10.0	欠	lack
恣	selfish	シ	10.0	心	heart
恣	selfish	シ	10.0	冫	ice
恥	shame	チ、はじる、はじ、はじらう、はずかしい	10.0	耳	ear
恥	shame	チ、はじる、はじ、はじらう、はずかしい	10.0	心	heart
恨	rancor	コン、うらむ、うらめしい	9.0	艮	stopping
恨	rancor	コン、うらむ、うらめしい	9.0	忄	heart
恨	rancor	コン、うらむ、うらめしい	9.0	忄	heart
恩	grace	オン	10.0	心	heart
恩	grace	オン	10.0	大	big
恩	grace	オン	10.0	囗	enclosure
恭	respect	キョウ、うやうやしい	10.0	心	heart
恭	respect	キョウ、うやうやしい	10.0	ハ	
恭	respect	キョウ、うやうやしい	10.0	井	well
息	breath	ソク、いき	10.0	自	self
息	breath	ソク、いき	10.0	心	heart
恵	favor	ケイ、エ、めぐむ	10.0	一	one
恵	favor	ケイ、エ、めぐむ	10.0	心	heart
恵	favor	ケイ、エ、めぐむ	10.0	田	field
悔	repent	カイ、くいる、くやむ、くやしい	9.0	母	do not
悔	repent	カイ、くいる、くやむ、くやしい	9.0	忄	heart
悔	repent	カイ、くいる、くやむ、くやしい	9.0	忄	heart
悔	repent	カイ、くいる、くやむ、くやしい	9.0	毋	do not
悟	enlightenment	ゴ、さとる	10.0	一	one
悟	enlightenment	ゴ、さとる	10.0	口	mouth
悟	enlightenment	ゴ、さとる	10.0	忄	heart
悟	enlightenment	ゴ、さとる	10.0	忄	heart
悟	enlightenment	ゴ、さとる	10.0	五	five
悠	permanence	ユウ	11.0	｜	
悠	permanence	ユウ	11.0	⺅	
悠	permanence	ユウ	11.0	心	heart
悠	permanence	ユウ	11.0	夂	go
悠	permanence	ユウ	11.0	攵	rap, tap
患	afflicted	カン、わずらう	11.0	｜	
患	afflicted	カン、わずらう	11.0	口	mouth
患	afflicted	カン、わずらう	11.0	心	heart
悦	ecstasy	エツ	10.0	口	mouth
悦	ecstasy	エツ	10.0	并	
悦	ecstasy	エツ	10.0	忄	heart
悦	ecstasy	エツ	10.0	忄	heart
悦	ecstasy	エツ	10.0	儿	son, legs
悩	trouble	ノウ、なやむ、なやます	10.0	⺌	small
悩	trouble	ノウ、なやむ、なやます	10.0	忄	heart
悩	trouble	ノウ、なやむ、なやます	10.0	忄	heart
悩	trouble	ノウ、なやむ、なやます	10.0	凵	receptacle
悪	bad	アク、オ、わるい	11.0	｜	
悪	bad	アク、オ、わるい	11.0	一	one
悪	bad	アク、オ、わるい	11.0	口	mouth
悪	bad	アク、オ、わるい	11.0	心	heart
悲	sad	ヒ、かなしい、かなしむ	12.0	心	heart
悲	sad	ヒ、かなしい、かなしむ	12.0	非	wrong
悼	lament	トウ、いたむ	11.0	十	ten
悼	lament	トウ、いたむ	11.0	日	sun
悼	lament	トウ、いたむ	11.0	忄	heart
悼	lament	トウ、いたむ	11.0	忄	heart
悼	lament	トウ、いたむ	11.0	卜	divination
情	feelings	ジョウ、セイ、なさけ	11.0	月	moon
情	feelings	ジョウ、セイ、なさけ	11.0	青	blue
情	feelings	ジョウ、セイ、なさけ	11.0	土	earth
情	feelings	ジョウ、セイ、なさけ	11.0	二	two
情	feelings	ジョウ、セイ、なさけ	11.0	忄	heart
情	feelings	ジョウ、セイ、なさけ	11.0	忄	heart
情	feelings	ジョウ、セイ、なさけ	11.0	亠	lid
惑	beguile	ワク、まどう	12.0	口	mouth
惑	beguile	ワク、まどう	12.0	心	heart
惑	beguile	ワク、まどう	12.0	戈	halberd
惜	pity	セキ、おしい、おしむ	11.0	｜	
惜	pity	セキ、おしい、おしむ	11.0	一	one
惜	pity	セキ、おしい、おしむ	11.0	二	two
惜	pity	セキ、おしい、おしむ	11.0	日	sun
惜	pity	セキ、おしい、おしむ	11.0	忄	heart
惜	pity	セキ、おしい、おしむ	11.0	忄	heart
惧	dread	グ	11.0	ハ	
惧	dread	グ	11.0	忄	heart
惧	dread	グ	11.0	忄	heart
惧	dread	グ	11.0	目	eye
惨	wretched	サン、ザン、みじめ	11.0	一	one
惨	wretched	サン、ザン、みじめ	11.0	忄	heart
惨	wretched	サン、ザン、みじめ	11.0	忄	heart
惨	wretched	サン、ザン、みじめ	11.0	厶	private
惨	wretched	サン、ザン、みじめ	11.0	彡	bristle
惰	lazy	ダ	12.0	ノ	
惰	lazy	ダ	12.0	一	one
惰	lazy	ダ	12.0	月	moon
惰	lazy	ダ	12.0	工	work
惰	lazy	ダ	12.0	忄	heart
惰	lazy	ダ	12.0	忄	heart
想	concept	ソウ、ソ	13.0	心	heart
想	concept	ソウ、ソ	13.0	木	tree
想	concept	ソウ、ソ	13.0	目	eye
愁	distress	シュウ、うれえる、うれい	13.0	火	fire
愁	distress	シュウ、うれえる、うれい	13.0	禾	grain
愁	distress	シュウ、うれえる、うれい	13.0	心	heart
愉	pleasure	ユ	12.0	刂	knife
愉	pleasure	ユ	12.0	月	moon
愉	pleasure	ユ	12.0	忄	heart
愉	pleasure	ユ	12.0	忄	heart
愉	pleasure	ユ	12.0	𠆢	
意	idea	イ	13.0	音	sound
意	idea	イ	13.0	心	heart
意	idea	イ	13.0	日	sun
意	idea	イ	13.0	立	stand
愚	foolish	グ、おろか	13.0	心	heart
愚	foolish	グ、おろか	13.0	田	field
愚	foolish	グ、おろか	13.0	冂	wide
愚	foolish	グ、おろか	13.0	厶	private
愚	foolish	グ、おろか	13.0	禸	track
愛	love	アイ	13.0	心	heart
愛	love	アイ	13.0	爪	claw
愛	love	アイ	13.0	冖	cloth cover
愛	love	アイ	13.0	夂	go
感	feeling	カン	13.0	ノ	
感	feeling	カン	13.0	口	mouth
感	feeling	カン	13.0	心	heart
感	feeling	カン	13.0	戈	halberd
慄	fear	リツ	13.0	西	cover
慄	fear	リツ	13.0	忄	heart
慄	fear	リツ	13.0	忄	heart
慄	fear	リツ	13.0	木	tree
慈	mercy	ジ、いつくしむ	13.0	一	one
慈	mercy	ジ、いつくしむ	13.0	心	heart
慈	mercy	ジ、いつくしむ	13.0	并	
慈	mercy	ジ、いつくしむ	13.0	幺	short thread
態	condition	タイ	14.0	月	moon
態	condition	タイ	14.0	心	heart
態	condition	タイ	14.0	匕	spoon
態	condition	タイ	14.0	厶	private
慌	disconcerted	コウ、あわてる、あわただしい	12.0	川	river
慌	disconcerted	コウ、あわてる、あわただしい	12.0	忄	heart
慌	disconcerted	コウ、あわてる、あわただしい	12.0	忄	heart
慌	disconcerted	コウ、あわてる、あわただしい	12.0	⺾	
慌	disconcerted	コウ、あわてる、あわただしい	12.0	亡	deceased
慎	humility	シン、つつしむ	13.0	一	one
慎	humility	シン、つつしむ	13.0	十	ten
慎	humility	シン、つつしむ	13.0	ハ	
慎	humility	シン、つつしむ	13.0	忄	heart
慎	humility	シン、つつしむ	13.0	忄	heart
慎	humility	シン、つつしむ	13.0	目	eye
慕	pining	ボ、したう	14.0	心	heart
慕	pining	ボ、したう	14.0	大	big
慕	pining	ボ、したう	14.0	日	sun
慕	pining	ボ、したう	14.0	⺾	
慢	ridicule	マン	14.0	日	sun
慢	ridicule	マン	14.0	罒	
慢	ridicule	マン	14.0	忄	heart
慢	ridicule	マン	14.0	忄	heart
慢	ridicule	マン	14.0	又	again
慣	accustomed	カン、なれる、ならす	14.0	貝	shell
